----BEGIN SIMULATION RESULTS----
Scenario: bustabit-2019-2020-tiny-utxotargets
| Scenario File | Current Balance | Mean #UTXO | Current #UTXO | #Deposits | #Inputs Spent | #Withdraws | #Uneconomical outputs spent | #Change Created | #Changeless | Min Change Value | Max Change Value | Mean Change Value | Std. Dev. of Change Value | Total Fees | Mean Fees per Withdraw | Cost to Empty (10 sat/vB) | Total Cost | Min Input Size | Max Input Size | Mean Input Size | Std. Dev. of Input Size | Max Output Size | Mean Output Size | Std. Dev. of Output Size | Usage |
| bustabit-2019-2020-tiny-utxotargets | 2.62424505 | 239.116434783 | 197 | 16 | 12295 | 11483 | 0 | 4824 | bnb: **6643** ; knapsack: **16** ; Total: **6659** | 0.00001509 | 0.49986182 | 0.0385184470294 | 0.110035141857 | 0.76411326 | 0.0000665429992162 | 0.00133960000 | 0.76545286000 | 1 | 6 | 1.07071322825 | 0.372193774492 | 2 | 1.42009927719 | 0.493596081522 | bnb: **6643** ; cg: **4179** ; knapsack: **650** ; srd: **2** ; manual: **9** |
| bustabit-2019-2020-tiny-utxotargets | 0.17558145 | 238.730083333 | 192 | 16 | 12816 | 11983 | 0 | 5015 | bnb: **6952** ; knapsack: **16** ; Total: **6968** | 0.00000815 | 0.49986182 | 0.0385496904806 | 0.110011019593 | 0.80092323 | 0.0000668382900776 | 0.00130560000 | 0.80222883000 | 1 | 6 | 1.06951514646 | 0.369182340202 | 2 | 1.41850955520 | 0.493335198232 | bnb: **6952** ; cg: **4342** ; knapsack: **678** ; srd: **2** ; manual: **9** |
| bustabit-2019-2020-tiny-utxotargets | 4.17444071 | 238.687520000 | 200 | 17 | 13359 | 12482 | 0 | 5206 | bnb: **7260** ; knapsack: **16** ; Total: **7276** | 0.00000815 | 0.49986182 | 0.0389262785555 | 0.110575109838 | 0.83635121 | 0.0000670045834001 | 0.00136000000 | 0.83771121000 | 1 | 6 | 1.07026117609 | 0.371807210258 | 2 | 1.41708059606 | 0.493096189408 | bnb: **7260** ; cg: **4497** ; knapsack: **706** ; srd: **10** ; manual: **9** |
| bustabit-2019-2020-tiny-utxotargets | 3.85411181 | 238.866153846 | 190 | 17 | 13889 | 12982 | 0 | 5423 | bnb: **7543** ; knapsack: **16** ; Total: **7559** | 0.00000815 | 0.49986182 | 0.0394681609165 | 0.111405787521 | 0.86680800 | 0.0000667699892158 | 0.00129200000 | 0.86810000000 | 1 | 6 | 1.06986596826 | 0.369430399854 | 2 | 1.41773224465 | 0.493204576185 | bnb: **7543** ; cg: **4679** ; knapsack: **740** ; srd: **11** ; manual: **9** |
| bustabit-2019-2020-tiny-utxotargets | 3.47817742 | 238.810148148 | 182 | 17 | 14433 | 13482 | 0 | 5618 | bnb: **7848** ; knapsack: **16** ; Total: **7864** | 0.00000815 | 0.49986182 | 0.0393186746422 | 0.111049074562 | 0.89875883 | 0.0000666636129654 | 0.00123760000 | 0.89999643000 | 1 | 6 | 1.07053849577 | 0.370637885265 | 2 | 1.41670375315 | 0.493031201051 | bnb: **7848** ; cg: **4847** ; knapsack: **767** ; srd: **11** ; manual: **9** |
| bustabit-2019-2020-tiny-utxotargets | 3.77594525 | 238.642428571 | 181 | 17 | 14955 | 13982 | 0 | 5822 | bnb: **8144** ; knapsack: **16** ; Total: **8160** | 0.00000815 | 0.49986182 | 0.0392711403590 | 0.110813158431 | 0.94057529 | 0.0000672704398512 | 0.00123080000 | 0.94180609000 | 1 | 6 | 1.06958947218 | 0.367992857043 | 2 | 1.41639250465 | 0.492977857669 | bnb: **8144** ; cg: **5023** ; knapsack: **795** ; srd: **11** ; manual: **9** |
| bustabit-2019-2020-tiny-utxotargets | 3.57032545 | 238.799103448 | 168 | 17 | 15494 | 14482 | 0 | 6040 | bnb: **8426** ; knapsack: **16** ; Total: **8442** | 0.00000815 | 0.49986182 | 0.0390285775944 | 0.110073384288 | 0.96996538 | 0.0000669773083828 | 0.00114240000 | 0.97110778000 | 1 | 6 | 1.06987985085 | 0.368769193734 | 2 | 1.41706946554 | 0.493091589388 | bnb: **8426** ; cg: **5206** ; knapsack: **830** ; srd: **11** ; manual: **9** |
| bustabit-2019-2020-tiny-utxotargets | 2.46817458 | 238.643333333 | 196 | 17 | 16041 | 14982 | 0 | 6279 | bnb: **8687** ; knapsack: **16** ; Total: **8703** | 0.00000815 | 0.49986354 | 0.0396466016515 | 0.111389804562 | 0.99849326 | 0.0000666461927647 | 0.00133280000 | 0.99982606000 | 1 | 6 | 1.07068482179 | 0.371192912389 | 2 | 1.41910292351 | 0.493428732420 | bnb: **8687** ; cg: **5409** ; knapsack: **864** ; srd: **12** ; manual: **10** |
----END SIMULATION RESULTS----


