target_file,bucket_refill_feerate,minimum_total_fees,simulated_total_fees,simulated_total_excess,utxos_count,target_counts,total_sent_value,total_utxo_value,total_pending_utxo_value,total_utxo_value+total_sent_value+total_fees+total_pending_utxo_value,total_funding_value,received_utxos,received_utxos_value,total_changeless,total_with_change,utxos_not_in_buckets,utxos_in_buckets,small_change_outputs_not_in_buckets,small_utxos_not_in_buckets,failure_count,failures
utxotargetsv2-refill300000.json,300000,0.85981511,1.15234185,0.03242582,635,"[315, 103, 42, 19]",8.92642582,2.97585175,0.80864675,13.86326617,13.86326617,17,1.1132662,9290,5692,200,479,3,48,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.11883170,0.02971709,650,"[326, 100, 41, 8]",8.92371709,3.00624974,0.81446764,13.86326617,13.86326617,17,1.1132662,9312,5670,224,475,0,50,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.15921618,0.03101770,649,"[300, 100, 79, 43]",8.92501770,2.92259186,0.85644043,13.86326617,13.86326617,17,1.1132662,8994,5988,172,522,1,47,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.10794993,0.03656027,767,"[357, 157, 47, 42]",8.93056027,3.24719777,0.57755820,13.86326617,13.86326617,17,1.1132662,9110,5872,196,603,17,50,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.14130423,0.03188407,690,"[314, 130, 41, 20]",8.92588407,3.16032744,0.63575043,13.86326617,13.86326617,17,1.1132662,8522,6460,222,505,1,39,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.12010854,0.03183009,760,"[352, 150, 73, 37]",8.92583009,3.19491966,0.62240788,13.86326617,13.86326617,17,1.1132662,9372,5610,183,612,3,39,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.13061189,0.03396849,674,"[312, 106, 89, 24]",8.92796849,2.95998365,0.84470214,13.86326617,13.86326617,17,1.1132662,8720,6262,188,531,1,47,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.16169296,0.03337064,621,"[302, 99, 49, 18]",8.92737064,2.87626966,0.89793291,13.86326617,13.86326617,17,1.1132662,8294,6688,202,468,0,50,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.13474038,0.03165023,610,"[301, 103, 37, 8]",8.92565023,2.93076686,0.87210870,13.86326617,13.86326617,17,1.1132662,8959,6023,218,449,12,70,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.15338262,0.03256436,706,"[328, 103, 84, 40]",8.92656436,3.05216387,0.73115532,13.86326617,13.86326617,17,1.1132662,9324,5658,193,555,1,44,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.14453634,0.03180618,719,"[311, 104, 117, 26]",8.92580618,3.00126839,0.79165526,13.86326617,13.86326617,17,1.1132662,9023,5959,219,558,5,64,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.15969264,0.03342664,782,"[322, 102, 200, 8]",8.92742664,2.92190474,0.85424215,13.86326617,13.86326617,17,1.1132662,9272,5710,196,632,1,48,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.15734410,0.03320348,676,"[306, 135, 47, 10]",8.92720348,3.17967493,0.59904366,13.86326617,13.86326617,17,1.1132662,9464,5518,213,498,1,37,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.14026918,0.03492842,655,"[301, 112, 44, 15]",8.92892842,3.11550950,0.67855907,13.86326617,13.86326617,17,1.1132662,8992,5990,222,472,1,41,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.13861758,0.03249258,629,"[306, 109, 41, 10]",8.92649258,3.01300428,0.78515173,13.86326617,13.86326617,17,1.1132662,8795,6187,205,466,12,55,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.12507580,0.03217483,831,"[301, 284, 39, 27]",8.92617483,3.18473930,0.62727624,13.86326617,13.86326617,17,1.1132662,8450,6532,214,651,2,37,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.13374722,0.03509241,653,"[319, 112, 42, 8]",8.92909241,2.96743606,0.83299048,13.86326617,13.86326617,17,1.1132662,8987,5995,218,481,0,47,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.16106071,0.03440377,620,"[300, 100, 49, 13]",8.92840377,2.86245570,0.91134599,13.86326617,13.86326617,17,1.1132662,8949,6033,206,462,11,60,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.14095935,0.03358856,720,"[300, 102, 117, 25]",8.92758856,3.02317326,0.77154500,13.86326617,13.86326617,17,1.1132662,8782,6200,235,544,12,72,0,[]
utxotargetsv2-refill300000.json,300000,0.85981511,1.15429845,0.03144350,672,"[311, 103, 81, 10]",8.92544350,2.99821683,0.78530739,13.86326617,13.86326617,17,1.1132662,8411,6571,211,505,0,45,0,[]
Mean,300000.00000000,0.85981511,1.14178908,0.03287745,685.95000000,,8.92687745,3.02968526,0.76491436,13.86326617,13.86326617,17.00000000,1.11326619,8951.10000000,6030.89999999,206.84999999,523.39999999,4.20000000,49.50000000,0E-8,
Stdev,0E-8,0E-8,0.01575745,0.00159829,60.82803629,,0.00159829,0.11350000,0.10540254,0E-8,0E-8,0E-8,0E-8,342.41632093,342.41632093,15.70878064,60.99473661,5.34691253,10.14889156,0E-8,
