target_file,bucket_refill_feerate,minimum_total_fees,simulated_total_fees,simulated_total_excess,utxos_count,target_counts,total_sent_value,total_utxo_value,total_pending_utxo_value,total_utxo_value+total_sent_value+total_fees+total_pending_utxo_value,total_funding_value,received_utxos,received_utxos_value,total_changeless,total_with_change,utxos_not_in_buckets,utxos_in_buckets,small_change_outputs_not_in_buckets,small_utxos_not_in_buckets,failure_count,failures
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99978839,0.03271139,605,"[302, 99, 38, 11]",8.92671139,2.98744096,0.94932543,13.86326617,13.86326617,17,1.1132662,8690,6292,200,450,3,49,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,1.00163511,0.03783268,691,"[311, 126, 62, 15]",8.93183268,3.23110522,0.69869316,13.86326617,13.86326617,17,1.1132662,8752,6230,210,514,4,38,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99778669,0.03532244,703,"[314, 103, 127, 12]",8.92932244,2.88212724,1.05402980,13.86326617,13.86326617,17,1.1132662,8883,6099,190,556,12,54,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99074503,0.03646380,723,"[321, 108, 113, 13]",8.93046380,3.15962446,0.78243288,13.86326617,13.86326617,17,1.1132662,9186,5796,207,555,27,67,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99306933,0.03191235,751,"[302, 111, 192, 26]",8.92591235,2.90862664,1.03565785,13.86326617,13.86326617,17,1.1132662,9171,5811,161,631,27,69,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99652094,0.03329106,697,"[302, 104, 125, 16]",8.92729106,2.94868041,0.99077376,13.86326617,13.86326617,17,1.1132662,8956,6026,195,547,18,64,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99768422,0.03446912,689,"[315, 123, 75, 26]",8.92846912,3.15178652,0.78532631,13.86326617,13.86326617,17,1.1132662,8873,6109,187,539,19,57,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99615218,0.03505600,643,"[310, 113, 51, 14]",8.92905600,3.06544330,0.87261469,13.86326617,13.86326617,17,1.1132662,8962,6020,189,488,21,56,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,1.00241786,0.03332283,650,"[311, 107, 52, 19]",8.92732283,3.13148023,0.80204525,13.86326617,13.86326617,17,1.1132662,8573,6409,198,489,6,44,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99812323,0.03346036,624,"[303, 103, 39, 24]",8.92746036,2.95306965,0.98461293,13.86326617,13.86326617,17,1.1132662,8877,6105,200,469,10,56,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99611658,0.03643253,709,"[309, 109, 122, 15]",8.93043253,2.90380074,1.03291632,13.86326617,13.86326617,17,1.1132662,9026,5956,199,555,22,68,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,1.00262915,0.03208962,650,"[311, 100, 54, 16]",8.92608962,3.18867868,0.74586872,13.86326617,13.86326617,17,1.1132662,8600,6382,207,481,2,41,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,1.00042025,0.03416521,619,"[304, 104, 50, 42]",8.92816521,2.72512374,1.20955697,13.86326617,13.86326617,17,1.1132662,8759,6223,163,500,17,62,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99918333,0.03410529,636,"[302, 108, 37, 15]",8.92810529,3.08108405,0.85489350,13.86326617,13.86326617,17,1.1132662,8884,6098,216,462,3,46,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99645810,0.03361618,660,"[313, 107, 83, 17]",8.92761618,2.94319693,0.99599496,13.86326617,13.86326617,17,1.1132662,8966,6016,179,520,22,61,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,1.00297346,0.03344398,669,"[299, 102, 86, 24]",8.92744398,3.04693636,0.88591237,13.86326617,13.86326617,17,1.1132662,8564,6418,202,511,30,75,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99574645,0.03437763,793,"[333, 147, 137, 10]",8.92837763,3.25907327,0.68006882,13.86326617,13.86326617,17,1.1132662,9104,5878,196,627,3,34,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,0.99513847,0.03679318,660,"[305, 132, 54, 17]",8.93079318,3.18143510,0.75589942,13.86326617,13.86326617,17,1.1132662,9118,5864,184,508,18,51,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,1.00309421,0.03349784,655,"[299, 100, 118, 13]",8.92749784,2.64907928,1.28359484,13.86326617,13.86326617,17,1.1132662,8587,6395,170,530,14,60,0,[]
utxotargetsv2.1-refill5000.json,5000,0.85981511,1.00893730,0.03243498,631,"[300, 104, 59, 26]",8.92643498,2.93639927,0.99149462,13.86326617,13.86326617,17,1.1132662,8204,6778,187,489,10,56,0,[]
Mean,5000.00000000,0.85981511,0.99873101,0.03423992,672.89999999,,8.92823992,3.01670960,0.91958563,13.86326617,13.86326617,17.00000000,1.11326619,8836.75000000,6145.25000000,192.00000000,521.04999999,14.40000000,55.39999999,0E-8,
Stdev,0E-8,0E-8,0.00414309,0.00163306,47.04186265,,0.00163306,0.16299734,0.16278463,0E-8,0E-8,0E-8,0E-8,248.30750778,248.30750778,14.99122550,48.49142626,9.00526161,10.96597608,0E-8,
