target_file,bucket_refill_feerate,minimum_total_fees,simulated_total_fees,simulated_total_excess,utxos_count,target_counts,total_sent_value,total_utxo_value,total_pending_utxo_value,total_utxo_value+total_sent_value+total_fees+total_pending_utxo_value,total_funding_value,received_utxos,received_utxos_value,total_changeless,total_with_change,utxos_not_in_buckets,utxos_in_buckets,small_change_outputs_not_in_buckets,small_utxos_not_in_buckets,failure_count,failures
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00135427,0.03097897,826,"[302, 124, 262, 9]",8.92497897,2.95076843,0.98616450,13.86326617,13.86326617,17,1.1132662,9087,5895,171,697,16,59,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,0.99883731,0.02944625,831,"[306, 151, 200, 8]",8.92344625,3.25035309,0.69062952,13.86326617,13.86326617,17,1.1132662,9279,5703,200,665,13,48,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,0.99884902,0.02851833,634,"[303, 100, 59, 12]",8.92251833,2.97162275,0.97027607,13.86326617,13.86326617,17,1.1132662,8988,5994,213,474,16,70,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00376875,0.03154128,644,"[309, 120, 42, 9]",8.92554128,3.01621870,0.91773744,13.86326617,13.86326617,17,1.1132662,8998,5984,207,480,15,59,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00825226,0.03130315,632,"[314, 100, 42, 12]",8.92530315,3.01121896,0.91849180,13.86326617,13.86326617,17,1.1132662,8696,6286,212,468,7,56,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00408993,0.03181709,633,"[301, 109, 45, 9]",8.92581709,2.98296627,0.95039288,13.86326617,13.86326617,17,1.1132662,8862,6120,218,464,10,59,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.01648991,0.03340226,713,"[332, 106, 62, 20]",8.92740226,3.31970331,0.59967069,13.86326617,13.86326617,17,1.1132662,8324,6658,224,520,13,45,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,0.99854470,0.03338871,946,"[453, 140, 120, 36]",8.92738871,3.84496880,0.09236396,13.86326617,13.86326617,17,1.1132662,9310,5672,202,749,10,16,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,0.99649637,0.02970793,646,"[302, 100, 76, 45]",8.92370793,3.00592523,0.93713664,13.86326617,13.86326617,17,1.1132662,9362,5620,168,523,1,47,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.01718555,0.03090611,620,"[301, 103, 41, 27]",8.92490611,2.97535125,0.94582326,13.86326617,13.86326617,17,1.1132662,8174,6808,195,472,9,57,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00372847,0.03066827,649,"[303, 104, 65, 23]",8.92466827,2.84944202,1.08542741,13.86326617,13.86326617,17,1.1132662,8796,6186,198,495,25,70,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00197016,0.03683158,668,"[316, 101, 67, 14]",8.93083158,3.04336572,0.88709871,13.86326617,13.86326617,17,1.1132662,8945,6037,214,498,7,52,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00254180,0.03025820,628,"[307, 99, 42, 56]",8.92425820,2.96222340,0.97424277,13.86326617,13.86326617,17,1.1132662,8934,6048,169,504,6,52,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00373743,0.03286711,773,"[311, 100, 215, 8]",8.92686711,3.06383119,0.86883044,13.86326617,13.86326617,17,1.1132662,9002,5980,184,634,4,49,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00808158,0.02847445,718,"[323, 99, 94, 21]",8.92247445,3.10417033,0.82853981,13.86326617,13.86326617,17,1.1132662,8565,6417,224,537,24,68,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,0.99368297,0.03158212,726,"[328, 104, 155, 20]",8.92558212,2.86550991,1.07849117,13.86326617,13.86326617,17,1.1132662,9438,5544,164,607,10,56,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.01530812,0.03057717,761,"[310, 160, 103, 12]",8.92457717,3.31811243,0.60526845,13.86326617,13.86326617,17,1.1132662,8539,6443,207,585,7,39,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00398972,0.03380998,647,"[301, 109, 40, 20]",8.92780998,3.05480423,0.87666224,13.86326617,13.86326617,17,1.1132662,8815,6167,223,470,5,52,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00160115,0.03295875,656,"[311, 104, 78, 12]",8.92695875,2.96559037,0.96911590,13.86326617,13.86326617,17,1.1132662,8978,6004,195,505,30,74,0,[]
utxotargetsv2.1-refill10000.json,10000,0.85981511,1.00894540,0.02931648,638,"[302, 151, 40, 11]",8.92331648,3.06308120,0.86792309,13.86326617,13.86326617,17,1.1132662,8723,6259,171,504,1,39,0,[]
Mean,10000.00000000,0.85981511,1.00437274,0.03141770,699.45000000,,8.92541770,3.08096137,0.85251433,13.86326617,13.86326617,17.00000000,1.11326619,8890.75000000,6091.25000000,197.94999999,542.54999999,11.44999999,53.35000000,0E-8,
Stdev,0E-8,0E-8,0.00640331,0.00203790,87.98473252,,0.00203790,0.22012748,0.22141483,0E-8,0E-8,0E-8,0E-8,330.76719034,330.76719034,20.26787709,84.57912831,7.81681722,13.15604723,0E-8,
