target_file,bucket_refill_feerate,minimum_total_fees,simulated_total_fees,simulated_total_excess,utxos_count,target_counts,total_sent_value,total_utxo_value,total_pending_utxo_value,total_utxo_value+total_sent_value+total_fees+total_pending_utxo_value,total_funding_value,received_utxos,received_utxos_value,total_changeless,total_with_change,utxos_not_in_buckets,utxos_in_buckets,small_change_outputs_not_in_buckets,small_utxos_not_in_buckets,failure_count,failures
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94457746,0.02963989,1523,"[977, 217, 145, 18]",8.92363989,3.99504882,0,13.86326617,13.86326617,17,1.1132662,12378,2604,166,1357,10,11,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93974856,0.03110204,1343,"[650, 353, 210, 20]",8.92510204,2.98681853,1.01159704,13.86326617,13.86326617,17,1.1132662,12358,2624,142,1233,28,61,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94045867,0.03345370,1561,"[1022, 244, 91, 31]",8.92745370,3.90414999,0.09120381,13.86326617,13.86326617,17,1.1132662,12316,2666,177,1388,22,26,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94285120,0.02986095,1653,"[753, 623, 80, 26]",8.92386095,3.87622584,0.12032818,13.86326617,13.86326617,17,1.1132662,12432,2550,175,1482,20,25,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94174794,0.03177958,1557,"[609, 342, 454, 34]",8.92577958,3.41832860,0.57741005,13.86326617,13.86326617,17,1.1132662,12588,2394,141,1439,27,51,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93382977,0.03357824,1729,"[1118, 197, 248, 33]",8.92757824,3.72931333,0.27254483,13.86326617,13.86326617,17,1.1132662,12595,2387,143,1596,22,33,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94376299,0.02967572,1241,"[689, 264, 102, 49]",8.92367572,3.74076405,0.25506341,13.86326617,13.86326617,17,1.1132662,12177,2805,145,1104,23,31,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93905891,0.03348174,1470,"[809, 237, 228, 35]",8.92748174,3.95234177,0.04438375,13.86326617,13.86326617,17,1.1132662,12532,2450,163,1309,2,5,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93625595,0.03202305,1692,"[901, 201, 429, 23]",8.92602305,3.82166315,0.17932402,13.86326617,13.86326617,17,1.1132662,12595,2387,145,1554,14,22,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94230892,0.02997245,1879,"[776, 881, 66, 16]",8.92397245,3.88614484,0.11083996,13.86326617,13.86326617,17,1.1132662,12321,2661,162,1739,12,35,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93723125,0.03092006,1612,"[1005, 177, 268, 32]",8.92492006,3.63719858,0.36391628,13.86326617,13.86326617,17,1.1132662,12543,2439,142,1482,15,26,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93718625,0.03072933,1293,"[717, 221, 157, 35]",8.92472933,3.77411706,0.22723353,13.86326617,13.86326617,17,1.1132662,12631,2351,171,1130,36,43,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94229432,0.03256915,1912,"[1094, 316, 310, 60]",8.92656915,3.99440270,0,13.86326617,13.86326617,17,1.1132662,12515,2467,132,1780,25,26,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94161695,0.03224467,1827,"[1168, 275, 199, 18]",8.92624467,3.99540455,0,13.86326617,13.86326617,17,1.1132662,12441,2541,167,1660,23,24,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94092426,0.02975681,1516,"[665, 345, 300, 30]",8.92375681,3.63284969,0.36573541,13.86326617,13.86326617,17,1.1132662,12200,2782,191,1340,37,53,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.94654659,0.02923244,1957,"[1370, 337, 50, 20]",8.92323244,3.99348714,0,13.86326617,13.86326617,17,1.1132662,12024,2958,180,1777,32,32,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93653514,0.03058546,1329,"[600, 314, 252, 35]",8.92458546,3.16840881,0.83373676,13.86326617,13.86326617,17,1.1132662,12592,2390,160,1201,32,64,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93819653,0.03385003,2071,"[1221, 451, 232, 21]",8.92785003,3.99721961,0,13.86326617,13.86326617,17,1.1132662,12606,2376,146,1925,6,6,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93788591,0.03248042,1515,"[719, 203, 430, 56]",8.92648042,3.51262251,0.48627733,13.86326617,13.86326617,17,1.1132662,12685,2297,125,1408,33,51,0,[]
utxotargetsv2.2-refill10000.json,10000,0.85981511,0.93755210,0.03438373,1180,"[647, 259, 83, 49]",8.92838373,3.50306801,0.49426233,13.86326617,13.86326617,17,1.1132662,12724,2258,162,1038,24,45,0,[]
Mean,10000.00000000,0.85981511,0.94002848,0.03156597,1593.00000000,,8.92556597,3.72597887,0.27169283,13.86326617,13.86326617,17.00000000,1.11326619,12462.64999999,2519.34999999,156.75000000,1447.09999999,22.14999999,33.50000000,0E-8,
Stdev,0E-8,0E-8,0.00322616,0.00163415,249.48177868,,0.00163415,0.28734204,0.28861274,0E-8,0E-8,0E-8,0E-8,185.27483852,185.27483852,17.53155050,246.06329951,9.82625377,16.93796731,0E-8,
