target_file,bucket_refill_feerate,minimum_total_fees,simulated_total_fees,simulated_total_excess,utxos_count,target_counts,total_sent_value,total_utxo_value,total_pending_utxo_value,total_utxo_value+total_sent_value+total_fees+total_pending_utxo_value,total_funding_value,received_utxos,received_utxos_value,total_changeless,total_with_change,utxos_not_in_buckets,utxos_in_buckets,small_change_outputs_not_in_buckets,small_utxos_not_in_buckets,failure_count,failures
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00829756,0.03470132,615,"[320, 100, 42, 15]",8.92870132,3.00757456,0.91869273,13.86326617,13.86326617,17,1.1132662,8209,6773,173,477,6,42,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99357125,0.03342381,603,"[303, 103, 41, 18]",8.92742381,2.86415438,1.07811673,13.86326617,13.86326617,17,1.1132662,9095,5887,178,465,13,54,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00477135,0.03608656,619,"[306, 103, 66, 10]",8.93008656,2.79441631,1.13399195,13.86326617,13.86326617,17,1.1132662,8323,6659,176,485,20,62,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00029194,0.03744026,612,"[299, 105, 49, 10]",8.93144026,2.85267578,1.07885819,13.86326617,13.86326617,17,1.1132662,8579,6403,193,463,18,63,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99233679,0.03723792,603,"[309, 113, 39, 16]",8.93123792,2.81051635,1.12917511,13.86326617,13.86326617,17,1.1132662,9147,5835,171,477,1,47,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00197559,0.03912773,627,"[301, 97, 74, 18]",8.93312773,2.90444928,1.02371357,13.86326617,13.86326617,17,1.1132662,8646,6336,179,490,17,59,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.98991258,0.04112355,655,"[325, 115, 73, 14]",8.93512355,2.92540723,1.01282281,13.86326617,13.86326617,17,1.1132662,9253,5729,164,527,15,52,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00286117,0.03683063,653,"[307, 109, 89, 10]",8.93083063,2.78209947,1.14747490,13.86326617,13.86326617,17,1.1132662,8646,6336,181,515,32,75,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99266421,0.03968342,600,"[301, 99, 64, 10]",8.93368342,2.62057248,1.31634606,13.86326617,13.86326617,17,1.1132662,9138,5844,170,474,10,55,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00453331,0.03646793,620,"[304, 100, 50, 11]",8.93046793,2.93701608,0.99124885,13.86326617,13.86326617,17,1.1132662,8621,6361,198,465,31,75,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00200825,0.03745065,663,"[300, 103, 119, 13]",8.93145065,2.76902304,1.16078423,13.86326617,13.86326617,17,1.1132662,8744,6238,172,535,16,61,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99748778,0.03996080,625,"[315, 103, 40, 20]",8.93396080,2.88708629,1.04473130,13.86326617,13.86326617,17,1.1132662,8826,6156,189,478,27,70,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00517680,0.03770666,661,"[347, 106, 50, 21]",8.93170666,3.28129991,0.64508280,13.86326617,13.86326617,17,1.1132662,8479,6503,160,524,2,26,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99836423,0.03865274,578,"[300, 98, 41, 11]",8.93265274,2.65717963,1.27506957,13.86326617,13.86326617,17,1.1132662,8763,6219,174,450,9,56,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99999593,0.03799389,623,"[304, 103, 42, 13]",8.93199389,3.07638057,0.85489578,13.86326617,13.86326617,17,1.1132662,8673,6309,200,462,10,50,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99217410,0.03945148,642,"[305, 101, 93, 9]",8.93345148,2.83978611,1.09785448,13.86326617,13.86326617,17,1.1132662,9064,5918,179,508,14,60,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00129674,0.03759937,594,"[307, 99, 38, 16]",8.93159937,2.83783003,1.09254003,13.86326617,13.86326617,17,1.1132662,8830,6152,178,460,8,53,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.98827290,0.03686150,745,"[335, 198, 38, 11]",8.93086150,3.49714983,0.44698194,13.86326617,13.86326617,17,1.1132662,9327,5655,178,582,18,34,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,1.00146928,0.04197560,604,"[310, 102, 47, 12]",8.93597560,2.87868224,1.04713905,13.86326617,13.86326617,17,1.1132662,8713,6269,172,471,5,45,0,[]
utxotargetsv2.1-refill2500.json,2500,0.85981511,0.99401060,0.03730063,691,"[310, 146, 84, 12]",8.93130063,3.01998459,0.91797035,13.86326617,13.86326617,17,1.1132662,9016,5966,174,552,16,52,0,[]
Mean,2500.00000000,0.85981511,0.99857361,0.03785382,631.64999999,,8.93185382,2.91216420,1.02067452,13.86326617,13.86326617,17.00000000,1.11326619,8804.60000000,6177.39999999,177.94999999,493.00000000,14.40000000,54.54999999,0E-8,
Stdev,0E-8,0E-8,0.00570122,0.00202672,38.47524836,,0.00202672,0.19960765,0.19882633,0E-8,0E-8,0E-8,0E-8,304.22367117,304.22367117,10.27759443,35.55129725,8.63530086,12.30094134,0E-8,
