target_file,bucket_refill_feerate,minimum_total_fees,simulated_total_fees,simulated_total_excess,utxos_count,target_counts,total_sent_value,total_utxo_value,total_pending_utxo_value,total_utxo_value+total_sent_value+total_fees+total_pending_utxo_value,total_funding_value,received_utxos,received_utxos_value,total_changeless,total_with_change,utxos_not_in_buckets,utxos_in_buckets,small_change_outputs_not_in_buckets,small_utxos_not_in_buckets,failure_count,failures
utxotargetsv2-refill0.json,0,0.85981511,1.18245869,0.00210727,250,"[33, 10, 5, 0]",8.89610727,2.99385750,0.79084271,13.86326617,13.86326617,17,1.1132662,251,14731,248,48,15,62,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18228818,0.00221315,253,"[34, 10, 4, 0]",8.89621315,2.99913013,0.78563471,13.86326617,13.86326617,17,1.1132662,245,14737,250,48,18,64,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18205201,0.00237952,235,"[23, 8, 2, 0]",8.89637952,2.98537833,0.79945631,13.86326617,13.86326617,17,1.1132662,277,14705,248,33,15,62,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18330386,0.00194593,260,"[40, 14, 3, 0]",8.89594593,3.02506984,0.75894654,13.86326617,13.86326617,17,1.1132662,235,14747,249,57,13,60,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18405100,0.00198473,258,"[39, 13, 4, 0]",8.89598473,2.97265769,0.81057275,13.86326617,13.86326617,17,1.1132662,201,14781,250,56,16,65,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18301872,0.00138349,257,"[30, 16, 4, 0]",8.89538349,3.02992714,0.75493682,13.86326617,13.86326617,17,1.1132662,195,14787,253,50,17,64,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18187909,0.00174355,256,"[37, 11, 3, 0]",8.89574355,3.00612732,0.77951621,13.86326617,13.86326617,17,1.1132662,184,14798,251,51,17,64,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18214184,0.00180178,248,"[27, 6, 5, 0]",8.89580178,3.04789985,0.73742270,13.86326617,13.86326617,17,1.1132662,169,14813,254,38,18,63,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18227300,0.00150646,249,"[29, 9, 2, 0]",8.89550646,3.01089454,0.77459217,13.86326617,13.86326617,17,1.1132662,176,14806,255,40,21,68,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18231675,0.00270731,258,"[42, 12, 3, 0]",8.89670731,2.97705108,0.80719103,13.86326617,13.86326617,17,1.1132662,218,14764,248,57,14,62,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18341822,0.00225556,266,"[45, 12, 4, 0]",8.89625556,3.00829766,0.77529473,13.86326617,13.86326617,17,1.1132662,247,14735,249,61,17,62,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18242688,0.00231514,256,"[39, 12, 2, 0]",8.89631514,3.00353582,0.78098833,13.86326617,13.86326617,17,1.1132662,245,14737,249,53,15,62,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18228114,0.00204848,261,"[42, 12, 4, 0]",8.89604848,3.01566013,0.76927642,13.86326617,13.86326617,17,1.1132662,229,14753,249,58,13,60,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18204364,0.00229080,245,"[31, 8, 3, 0]",8.89629080,3.03536589,0.74956584,13.86326617,13.86326617,17,1.1132662,254,14728,248,42,12,58,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18223210,0.00150099,252,"[32, 8, 3, 0]",8.89550099,3.03650898,0.74902410,13.86326617,13.86326617,17,1.1132662,203,14779,254,43,19,65,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18245631,0.00233246,236,"[20, 9, 3, 0]",8.89633246,3.01067546,0.77380194,13.86326617,13.86326617,17,1.1132662,255,14727,249,32,15,61,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18225613,0.00163651,255,"[37, 6, 2, 0]",8.89563651,3.06303872,0.72233481,13.86326617,13.86326617,17,1.1132662,208,14774,252,45,19,62,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18267600,0.00130004,240,"[21, 6, 3, 0]",8.89530004,3.00666355,0.77862658,13.86326617,13.86326617,17,1.1132662,162,14820,257,30,22,70,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18303393,0.00158249,264,"[40, 12, 5, 0]",8.89558249,3.03158128,0.75306847,13.86326617,13.86326617,17,1.1132662,241,14741,252,57,17,63,0,[]
utxotargetsv2-refill0.json,0,0.85981511,1.18241502,0.00150768,245,"[27, 9, 2, 0]",8.89550768,2.99745917,0.78788430,13.86326617,13.86326617,17,1.1132662,178,14804,254,38,20,68,0,[]
Mean,0E-8,0.85981511,1.18255112,0.00192716,252.19999999,,8.89592716,3.01283900,0.77194887,13.86326617,13.86326617,17.00000000,1.11326619,218.65000000,14763.35000000,250.94999999,46.85000000,16.64999999,63.25000000,0E-8,
Stdev,0E-8,0E-8,0.00054656,0.00039582,8.70329641,,0.00039582,0.02322750,0.02293711,0E-8,0E-8,0E-8,0E-8,33.76743214,33.76743214,2.74293350,9.53263093,2.71981036,2.91773163,0E-8,
