"Time","1-2 blocks","3 blocks","6 blocks"
2023-08-01 00:00:00,12.4,12.4,8.36
2023-08-01 00:20:00,12.4,12.4,8.36
2023-08-01 00:40:00,12.4,12.4,8.36
2023-08-01 01:00:00,12.5,12.5,8.36
2023-08-01 01:20:00,13.0,13.0,8.36
2023-08-01 01:40:00,13.0,13.0,8.52
2023-08-01 02:00:00,13.0,13.0,8.88
2023-08-01 02:20:00,13.0,13.0,8.88
2023-08-01 02:40:00,13.0,13.0,10.3
2023-08-01 03:00:00,13.0,13.0,10.4
2023-08-01 03:20:00,12.7,12.7,8.94
2023-08-01 03:40:00,12.4,12.4,8.87
2023-08-01 04:00:00,12.4,12.0,8.87
2023-08-01 04:20:00,12.4,11.0,8.87
2023-08-01 04:40:00,12.4,10.7,8.87
2023-08-01 05:00:00,12.4,10.7,8.87
2023-08-01 05:20:00,12.4,10.7,8.87
2023-08-01 05:40:00,12.4,10.7,8.87
2023-08-01 06:00:00,12.4,10.7,8.86
2023-08-01 06:20:00,12.0,10.7,8.86
2023-08-01 06:40:00,11.9,10.7,8.86
2023-08-01 07:00:00,11.9,10.7,8.86
2023-08-01 07:20:00,11.5,10.7,8.87
2023-08-01 07:40:00,10.7,10.7,8.87
2023-08-01 08:00:00,10.7,10.7,8.87
2023-08-01 08:20:00,10.7,10.7,8.87
2023-08-01 08:40:00,10.7,10.7,8.87
2023-08-01 09:00:00,10.7,10.7,8.65
2023-08-01 09:20:00,10.7,10.7,8.33
2023-08-01 09:40:00,10.7,10.7,8.33
2023-08-01 10:00:00,10.7,10.7,8.34
2023-08-01 10:20:00,10.9,10.9,8.34
2023-08-01 10:40:00,10.7,10.7,8.02
2023-08-01 11:00:00,10.7,10.7,7.13
2023-08-01 11:20:00,10.7,10.6,7.13
2023-08-01 11:40:00,10.7,9.68,7.08
2023-08-01 12:00:00,10.7,9.07,6.98
2023-08-01 12:20:00,10.7,10.4,6.98
2023-08-01 12:40:00,10.7,9.72,6.98
2023-08-01 13:00:00,10.7,10.0,6.98
2023-08-01 13:20:00,10.7,10.7,6.98
2023-08-01 13:40:00,10.7,10.3,6.98
2023-08-01 14:00:00,10.7,10.1,6.98
2023-08-01 14:20:00,10.7,10.6,6.98
2023-08-01 14:40:00,10.7,10.7,6.99
2023-08-01 15:00:00,10.7,9.58,6.98
2023-08-01 15:20:00,10.7,9.23,6.98
2023-08-01 15:40:00,10.7,10.4,6.98
2023-08-01 16:00:00,10.7,9.72,6.98
2023-08-01 16:20:00,10.7,10.3,6.98
2023-08-01 16:40:00,10.7,10.7,6.98
2023-08-01 17:00:00,11.0,11.0,6.98
2023-08-01 17:20:00,11.1,11.0,7.09
2023-08-01 17:40:00,11.9,11.0,8.00
2023-08-01 18:00:00,11.9,11.0,8.54
2023-08-01 18:20:00,11.9,11.0,10.7
2023-08-01 18:40:00,11.9,11.0,10.7
2023-08-01 19:00:00,11.9,11.0,10.7
2023-08-01 19:20:00,11.9,11.0,10.7
2023-08-01 19:40:00,11.9,11.0,10.7
2023-08-01 20:00:00,11.9,11.0,10.7
2023-08-01 20:20:00,12.1,11.7,10.7
2023-08-01 20:40:00,12.3,12.3,10.7
2023-08-01 21:00:00,12.3,12.3,10.7
2023-08-01 21:20:00,13.3,13.3,10.7
2023-08-01 21:40:00,13.7,13.7,10.7
2023-08-01 22:00:00,13.7,13.7,10.7
2023-08-01 22:20:00,13.7,13.7,10.7
2023-08-01 22:40:00,13.7,13.7,10.7
2023-08-01 23:00:00,13.7,13.7,10.7
2023-08-01 23:20:00,13.7,13.7,10.7
2023-08-01 23:40:00,13.7,13.7,10.7
2023-08-02 00:00:00,13.7,13.7,10.7
2023-08-02 00:20:00,13.7,13.7,10.7
2023-08-02 00:40:00,13.7,13.7,10.1
2023-08-02 01:00:00,13.7,13.7,9.05
2023-08-02 01:20:00,13.7,13.7,9.05
2023-08-02 01:40:00,13.7,13.7,9.05
2023-08-02 02:00:00,13.7,13.7,9.05
2023-08-02 02:20:00,13.8,13.8,9.05
2023-08-02 02:40:00,13.8,13.8,9.05
2023-08-02 03:00:00,13.8,13.8,9.06
2023-08-02 03:20:00,13.8,13.8,9.06
2023-08-02 03:40:00,13.0,12.0,9.06
2023-08-02 04:00:00,13.0,11.8,9.06
2023-08-02 04:20:00,13.0,11.6,9.06
2023-08-02 04:40:00,13.0,10.7,9.06
2023-08-02 05:00:00,13.0,10.7,9.06
2023-08-02 05:20:00,13.0,10.7,9.07
2023-08-02 05:40:00,13.0,10.7,9.07
2023-08-02 06:00:00,13.0,10.7,8.95
2023-08-02 06:20:00,12.8,10.7,8.89
2023-08-02 06:40:00,11.2,10.7,8.88
2023-08-02 07:00:00,11.1,10.7,8.88
2023-08-02 07:20:00,11.1,10.7,8.88
2023-08-02 07:40:00,10.8,10.7,8.88
2023-08-02 08:00:00,10.7,10.7,8.88
2023-08-02 08:20:00,10.7,10.7,8.88
2023-08-02 08:40:00,10.7,10.7,8.88
2023-08-02 09:00:00,10.7,10.7,8.88
2023-08-02 09:20:00,10.7,10.7,8.88
2023-08-02 09:40:00,10.7,10.7,8.36
2023-08-02 10:00:00,10.7,10.7,8.36
2023-08-02 10:20:00,10.7,10.7,8.36
2023-08-02 10:40:00,10.7,10.7,8.23
2023-08-02 11:00:00,10.7,10.7,6.98
2023-08-02 11:20:00,10.7,10.7,6.98
2023-08-02 11:40:00,10.7,10.7,6.98
2023-08-02 12:00:00,10.7,10.7,6.98
2023-08-02 12:20:00,10.7,10.7,6.98
2023-08-02 12:40:00,10.7,10.7,6.98
2023-08-02 13:00:00,10.7,9.85,6.98
2023-08-02 13:20:00,10.7,9.64,6.99
2023-08-02 13:40:00,10.7,9.65,6.99
2023-08-02 14:00:00,10.7,9.65,6.99
2023-08-02 14:20:00,10.7,9.65,6.99
2023-08-02 14:40:00,10.7,9.65,6.99
2023-08-02 15:00:00,10.7,9.65,6.99
2023-08-02 15:20:00,11.3,10.7,7.58
2023-08-02 15:40:00,11.9,11.9,8.33
2023-08-02 16:00:00,11.9,11.9,8.33
2023-08-02 16:20:00,12.0,12.0,8.33
2023-08-02 16:40:00,12.4,12.4,8.33
2023-08-02 17:00:00,12.4,12.4,8.33
2023-08-02 17:20:00,15.7,13.6,8.38
2023-08-02 17:40:00,19.1,15.0,12.0
2023-08-02 18:00:00,19.1,15.0,12.3
2023-08-02 18:20:00,18.5,15.0,12.3
2023-08-02 18:40:00,18.1,14.3,12.3
2023-08-02 19:00:00,18.1,14.1,11.0
2023-08-02 19:20:00,18.1,14.1,11.0
2023-08-02 19:40:00,18.2,14.1,10.9
2023-08-02 20:00:00,18.2,14.1,10.7
2023-08-02 20:20:00,18.2,14.1,10.7
2023-08-02 20:40:00,18.0,14.8,10.7
2023-08-02 21:00:00,15.9,14.6,10.5
2023-08-02 21:20:00,14.1,14.1,10.1
2023-08-02 21:40:00,14.1,13.7,10.1
2023-08-02 22:00:00,14.1,13.9,10.1
2023-08-02 22:20:00,14.1,14.1,10.1
2023-08-02 22:40:00,14.1,14.1,10.1
2023-08-02 23:00:00,14.1,13.8,10.1
2023-08-02 23:20:00,14.2,13.7,9.08
2023-08-02 23:40:00,14.2,13.7,9.09
2023-08-03 00:00:00,13.8,13.7,9.09
2023-08-03 00:20:00,13.7,13.7,9.09
2023-08-03 00:40:00,13.7,13.7,9.07
2023-08-03 01:00:00,13.7,13.6,8.88
2023-08-03 01:20:00,13.7,12.3,8.88
2023-08-03 01:40:00,13.7,12.3,8.88
2023-08-03 02:00:00,13.7,12.3,8.88
2023-08-03 02:20:00,13.7,12.3,8.88
2023-08-03 02:40:00,13.7,12.3,8.88
2023-08-03 03:00:00,13.7,11.6,8.88
2023-08-03 03:20:00,13.7,10.7,8.88
2023-08-03 03:40:00,13.7,10.7,8.88
2023-08-03 04:00:00,13.7,10.7,8.88
2023-08-03 04:20:00,13.7,10.7,8.88
2023-08-03 04:40:00,12.8,10.7,8.87
2023-08-03 05:00:00,11.9,10.7,8.87
2023-08-03 05:20:00,10.9,10.7,8.72
2023-08-03 05:40:00,10.7,10.7,8.36
2023-08-03 06:00:00,10.7,10.7,8.36
2023-08-03 06:20:00,10.7,10.7,8.36
2023-08-03 06:40:00,10.7,10.7,8.36
2023-08-03 07:00:00,10.7,10.7,8.36
2023-08-03 07:20:00,10.7,10.7,8.36
2023-08-03 07:40:00,10.7,10.7,8.11
2023-08-03 08:00:00,10.7,10.7,8.00
2023-08-03 08:20:00,10.7,10.7,8.01
2023-08-03 08:40:00,10.7,10.7,8.01
2023-08-03 09:00:00,10.7,10.7,8.01
2023-08-03 09:20:00,10.7,10.7,8.01
2023-08-03 09:40:00,10.7,10.7,8.01
2023-08-03 10:00:00,15.9,12.0,8.01
2023-08-03 10:20:00,17.2,17.2,8.02
2023-08-03 10:40:00,17.2,17.2,8.02
2023-08-03 11:00:00,17.2,17.2,8.02
2023-08-03 11:20:00,17.9,17.6,15.6
2023-08-03 11:40:00,17.1,16.6,15.0
2023-08-03 12:00:00,17.1,16.6,14.5
2023-08-03 12:20:00,17.1,16.6,14.1
2023-08-03 12:40:00,17.1,16.6,14.1
2023-08-03 13:00:00,17.1,16.6,14.1
2023-08-03 13:20:00,17.1,16.6,14.1
2023-08-03 13:40:00,17.0,16.6,14.1
2023-08-03 14:00:00,16.6,16.6,14.1
2023-08-03 14:20:00,16.6,16.6,14.1
2023-08-03 14:40:00,16.6,16.6,14.1
2023-08-03 15:00:00,16.9,16.6,14.1
2023-08-03 15:20:00,17.1,16.3,14.1
2023-08-03 15:40:00,17.1,15.9,14.1
2023-08-03 16:00:00,17.1,15.9,14.1
2023-08-03 16:20:00,17.1,17.0,14.1
2023-08-03 16:40:00,17.1,17.1,14.1
2023-08-03 17:00:00,20.4,18.8,14.1
2023-08-03 17:20:00,21.0,20.9,15.4
2023-08-03 17:40:00,21.1,20.0,19.0
2023-08-03 18:00:00,21.1,20.0,19.0
2023-08-03 18:20:00,21.1,19.6,19.0
2023-08-03 18:40:00,21.1,19.0,19.0
2023-08-03 19:00:00,21.1,19.0,19.0
2023-08-03 19:20:00,21.1,19.0,19.0
2023-08-03 19:40:00,21.1,19.0,19.0
2023-08-03 20:00:00,21.5,19.0,19.0
2023-08-03 20:20:00,22.0,20.1,19.0
