"Time","1-2 blocks","3 blocks","6 blocks"
2024-02-01 00:00:00,38.6,37.1,32.7
2024-02-01 00:20:00,37.8,37.8,32.7
2024-02-01 00:40:00,37.7,36.8,32.7
2024-02-01 01:00:00,37.6,36.1,32.7
2024-02-01 01:20:00,37.6,36.1,32.7
2024-02-01 01:40:00,37.6,35.0,32.7
2024-02-01 02:00:00,37.6,34.5,32.7
2024-02-01 02:20:00,37.6,34.5,32.7
2024-02-01 02:40:00,37.6,35.0,32.7
2024-02-01 03:00:00,37.8,37.3,32.7
2024-02-01 03:20:00,37.9,37.9,32.7
2024-02-01 03:40:00,37.8,37.8,32.7
2024-02-01 04:00:00,37.8,36.0,32.7
2024-02-01 04:20:00,37.8,33.6,32.7
2024-02-01 04:40:00,37.8,32.7,32.7
2024-02-01 05:00:00,37.9,35.8,32.7
2024-02-01 05:20:00,37.9,36.5,32.7
2024-02-01 05:40:00,37.9,32.7,32.7
2024-02-01 06:00:00,37.9,32.7,32.7
2024-02-01 06:20:00,37.9,32.7,32.7
2024-02-01 06:40:00,37.9,32.7,32.7
2024-02-01 07:00:00,37.9,32.7,32.7
2024-02-01 07:20:00,37.9,32.7,32.7
2024-02-01 07:40:00,37.7,32.7,32.7
2024-02-01 08:00:00,37.7,32.7,32.7
2024-02-01 08:20:00,37.7,32.7,32.7
2024-02-01 08:40:00,37.7,32.7,32.7
2024-02-01 09:00:00,37.7,32.7,32.7
2024-02-01 09:20:00,37.7,32.7,32.7
2024-02-01 09:40:00,37.7,32.7,32.7
2024-02-01 10:00:00,37.7,32.7,32.7
2024-02-01 10:20:00,37.7,32.7,32.7
2024-02-01 10:40:00,37.7,32.7,32.7
2024-02-01 11:00:00,37.7,32.7,32.7
2024-02-01 11:20:00,37.7,32.7,32.7
2024-02-01 11:40:00,37.7,32.7,32.7
2024-02-01 12:00:00,37.7,32.7,32.7
2024-02-01 12:20:00,37.7,32.7,32.7
2024-02-01 12:40:00,37.7,32.7,32.7
2024-02-01 13:00:00,37.7,32.7,32.7
2024-02-01 13:20:00,37.7,32.7,32.7
2024-02-01 13:40:00,47.1,40.9,33.8
2024-02-01 14:00:00,53.3,48.5,36.3
2024-02-01 14:20:00,53.3,48.5,36.3
2024-02-01 14:40:00,54.9,52.9,36.3
2024-02-01 15:00:00,55.9,55.9,36.3
2024-02-01 15:20:00,55.9,55.9,36.3
2024-02-01 15:40:00,55.9,55.9,37.5
2024-02-01 16:00:00,55.9,55.9,37.8
2024-02-01 16:20:00,55.9,55.9,37.8
2024-02-01 16:40:00,55.9,55.9,37.8
2024-02-01 17:00:00,55.9,55.9,37.8
2024-02-01 17:20:00,55.9,55.9,41.1
2024-02-01 17:40:00,55.9,55.9,45.9
2024-02-01 18:00:00,55.9,55.9,45.1
2024-02-01 18:20:00,55.9,55.9,37.8
2024-02-01 18:40:00,55.9,55.9,37.8
2024-02-01 19:00:00,55.7,55.7,37.8
2024-02-01 19:20:00,53.7,51.9,37.8
2024-02-01 19:40:00,53.7,50.8,37.8
2024-02-01 20:00:00,53.7,50.8,37.7
2024-02-01 20:20:00,53.7,48.5,37.7
2024-02-01 20:40:00,53.1,48.5,37.7
2024-02-01 21:00:00,49.2,48.5,37.7
2024-02-01 21:20:00,48.5,48.5,37.7
2024-02-01 21:40:00,48.5,48.5,37.7
2024-02-01 22:00:00,48.6,48.6,36.5
2024-02-01 22:20:00,48.6,48.6,36.3
2024-02-01 22:40:00,48.6,41.0,36.3
2024-02-01 23:00:00,48.6,37.7,36.2
2024-02-01 23:20:00,48.6,37.8,36.2
2024-02-01 23:40:00,48.6,37.8,36.2
2024-02-02 00:00:00,47.9,37.8,34.8
2024-02-02 00:20:00,46.1,37.8,34.4
2024-02-02 00:40:00,44.0,37.8,32.7
2024-02-02 01:00:00,44.0,37.8,32.7
2024-02-02 01:20:00,44.0,37.8,32.7
2024-02-02 01:40:00,44.0,37.7,32.7
2024-02-02 02:00:00,44.0,37.7,32.7
2024-02-02 02:20:00,42.8,37.7,32.7
2024-02-02 02:40:00,39.8,37.7,32.7
2024-02-02 03:00:00,39.8,37.7,32.7
2024-02-02 03:20:00,39.8,37.7,32.7
2024-02-02 03:40:00,39.8,37.7,32.7
2024-02-02 04:00:00,39.8,37.7,32.7
2024-02-02 04:20:00,39.8,37.7,32.7
