"Time","1-2 blocks","3 blocks","6 blocks"
2023-05-01 00:00:00,41.7,39.9,36.1
2023-05-01 00:20:00,41.8,39.9,36.1
2023-05-01 00:40:00,41.8,40.0,36.1
2023-05-01 01:00:00,41.8,40.0,36.1
2023-05-01 01:20:00,41.8,40.0,36.1
2023-05-01 01:40:00,41.8,40.0,36.1
2023-05-01 02:00:00,41.8,40.0,36.1
2023-05-01 02:20:00,41.8,40.0,36.1
2023-05-01 02:40:00,41.8,40.0,36.1
2023-05-01 03:00:00,41.1,40.0,36.1
2023-05-01 03:20:00,40.0,40.0,36.1
2023-05-01 03:40:00,40.0,40.0,36.1
2023-05-01 04:00:00,40.0,40.0,36.1
2023-05-01 04:20:00,40.0,40.0,34.6
2023-05-01 04:40:00,40.0,40.0,28.9
2023-05-01 05:00:00,40.0,40.0,28.3
2023-05-01 05:20:00,40.0,40.0,28.3
2023-05-01 05:40:00,40.0,40.0,28.3
2023-05-01 06:00:00,40.0,40.0,28.3
2023-05-01 06:20:00,40.0,40.0,28.3
2023-05-01 06:40:00,40.0,40.0,28.3
2023-05-01 07:00:00,40.0,40.0,28.3
2023-05-01 07:20:00,40.0,40.0,28.3
2023-05-01 07:40:00,40.0,40.0,28.3
2023-05-01 08:00:00,40.0,40.0,28.3
2023-05-01 08:20:00,40.0,40.0,31.5
2023-05-01 08:40:00,40.0,40.0,32.8
2023-05-01 09:00:00,40.1,40.1,32.8
2023-05-01 09:20:00,40.7,40.7,32.8
2023-05-01 09:40:00,41.3,41.3,32.8
2023-05-01 10:00:00,41.4,41.4,32.8
2023-05-01 10:20:00,43.2,42.8,34.1
2023-05-01 10:40:00,43.7,41.5,37.7
2023-05-01 11:00:00,43.8,41.5,37.0
2023-05-01 11:20:00,43.9,41.5,36.2
2023-05-01 11:40:00,43.9,41.5,36.2
2023-05-01 12:00:00,43.9,41.6,35.7
2023-05-01 12:20:00,43.9,41.6,34.5
2023-05-01 12:40:00,43.9,41.6,34.5
2023-05-01 13:00:00,45.3,42.5,35.2
2023-05-01 13:20:00,45.7,44.0,36.2
2023-05-01 13:40:00,45.7,45.1,38.6
2023-05-01 14:00:00,45.8,45.8,41.6
2023-05-01 14:20:00,46.6,46.6,41.6
2023-05-01 14:40:00,47.6,47.6,41.6
2023-05-01 15:00:00,45.9,45.9,41.6
2023-05-01 15:20:00,45.9,45.9,41.6
2023-05-01 15:40:00,46.0,46.0,41.6
2023-05-01 16:00:00,46.0,46.0,41.6
2023-05-01 16:20:00,46.0,46.0,41.6
2023-05-01 16:40:00,46.0,46.0,41.6
2023-05-01 17:00:00,46.0,46.0,41.7
2023-05-01 17:20:00,46.1,46.1,41.7
2023-05-01 17:40:00,46.2,46.2,41.7
2023-05-01 18:00:00,46.3,46.3,40.2
2023-05-01 18:20:00,46.4,45.4,40.0
2023-05-01 18:40:00,46.5,42.1,40.0
2023-05-01 19:00:00,46.5,45.5,40.0
2023-05-01 19:20:00,46.5,46.5,40.0
2023-05-01 19:40:00,49.7,49.0,41.4
2023-05-01 20:00:00,50.9,50.9,45.4
2023-05-01 20:20:00,51.6,51.6,50.6
2023-05-01 20:40:00,51.8,51.8,50.8
2023-05-01 21:00:00,53.5,53.5,48.9
2023-05-01 21:20:00,53.6,53.6,48.1
2023-05-01 21:40:00,53.6,53.6,48.1
2023-05-01 22:00:00,53.7,53.7,48.1
2023-05-01 22:20:00,53.7,53.7,48.1
2023-05-01 22:40:00,53.7,53.7,48.1
2023-05-01 23:00:00,53.7,53.7,48.1
2023-05-01 23:20:00,53.8,53.8,48.1
2023-05-01 23:40:00,53.8,53.8,48.1
2023-05-02 00:00:00,53.8,53.8,48.1
2023-05-02 00:20:00,53.8,53.8,48.1
2023-05-02 00:40:00,53.8,53.8,48.1
2023-05-02 01:00:00,53.8,53.8,48.1
2023-05-02 01:20:00,53.9,53.9,48.2
2023-05-02 01:40:00,53.9,53.9,48.2
2023-05-02 02:00:00,53.9,53.9,48.2
2023-05-02 02:20:00,55.7,55.7,48.2
2023-05-02 02:40:00,55.9,55.9,48.2
2023-05-02 03:00:00,55.9,55.9,48.2
2023-05-02 03:20:00,58.9,56.0,48.2
2023-05-02 03:40:00,57.5,56.0,48.2
2023-05-02 04:00:00,56.1,56.1,48.3
2023-05-02 04:20:00,56.1,56.1,48.3
2023-05-02 04:40:00,57.8,56.2,48.3
2023-05-02 05:00:00,56.8,56.3,48.3
2023-05-02 05:20:00,57.3,57.3,48.3
2023-05-02 05:40:00,56.5,56.5,48.3
2023-05-02 06:00:00,56.6,56.6,48.3
2023-05-02 06:20:00,56.6,56.6,48.3
2023-05-02 06:40:00,57.5,57.5,48.3
2023-05-02 07:00:00,58.9,58.9,48.3
2023-05-02 07:20:00,58.9,58.9,49.5
2023-05-02 07:40:00,59.0,59.0,53.5
2023-05-02 08:00:00,59.5,59.0,53.9
2023-05-02 08:20:00,61.7,60.7,53.9
2023-05-02 08:40:00,61.9,61.9,56.5
2023-05-02 09:00:00,61.9,61.9,59.0
2023-05-02 09:20:00,65.0,62.0,59.0
2023-05-02 09:40:00,65.1,62.0,61.1
2023-05-02 10:00:00,65.2,61.9,61.9
