"Time","1-2 blocks","3 blocks","6 blocks"
2023-07-01 00:00:00,27.0,22.1,18.1
2023-07-01 00:20:00,27.0,21.6,18.1
2023-07-01 00:40:00,27.0,21.1,18.1
2023-07-01 01:00:00,27.0,21.1,18.1
2023-07-01 01:20:00,27.0,25.8,18.1
2023-07-01 01:40:00,27.0,23.1,18.1
2023-07-01 02:00:00,27.0,22.1,18.1
2023-07-01 02:20:00,27.0,22.1,18.1
2023-07-01 02:40:00,27.0,20.1,18.1
2023-07-01 03:00:00,27.0,20.1,18.1
2023-07-01 03:20:00,27.0,20.1,18.1
2023-07-01 03:40:00,27.0,20.1,18.1
2023-07-01 04:00:00,27.0,20.1,18.1
2023-07-01 04:20:00,25.5,20.1,18.1
2023-07-01 04:40:00,24.5,20.1,18.1
2023-07-01 05:00:00,24.5,20.1,18.1
2023-07-01 05:20:00,22.6,20.1,18.1
2023-07-01 05:40:00,22.1,20.1,18.1
2023-07-01 06:00:00,22.1,20.1,18.1
2023-07-01 06:20:00,22.1,20.1,18.1
2023-07-01 06:40:00,22.1,20.1,18.1
2023-07-01 07:00:00,22.1,20.1,18.1
2023-07-01 07:20:00,22.1,20.1,18.1
2023-07-01 07:40:00,22.1,20.1,17.8
2023-07-01 08:00:00,22.1,20.1,17.2
2023-07-01 08:20:00,22.1,20.1,17.2
2023-07-01 08:40:00,22.1,19.6,17.2
2023-07-01 09:00:00,22.1,19.1,17.2
2023-07-01 09:20:00,22.1,19.1,17.2
2023-07-01 09:40:00,22.1,19.1,17.2
2023-07-01 10:00:00,22.1,19.1,17.2
2023-07-01 10:20:00,22.1,19.1,17.2
2023-07-01 10:40:00,22.1,19.1,17.2
2023-07-01 11:00:00,22.1,19.1,17.2
2023-07-01 11:20:00,22.1,19.1,17.2
2023-07-01 11:40:00,22.1,19.1,17.2
2023-07-01 12:00:00,22.1,19.1,17.2
2023-07-01 12:20:00,22.1,19.1,17.2
2023-07-01 12:40:00,22.1,18.9,17.2
2023-07-01 13:00:00,22.1,17.6,17.2
2023-07-01 13:20:00,22.1,17.2,17.2
2023-07-01 13:40:00,22.1,17.2,17.2
2023-07-01 14:00:00,22.1,17.2,17.2
2023-07-01 14:20:00,22.1,17.2,17.2
2023-07-01 14:40:00,22.1,17.8,17.2
2023-07-01 15:00:00,22.1,18.9,17.2
