----BEGIN SIMULATION RESULTS----
Scenario: bustabit-2019-2020-tiny-utxotargets
| Scenario File | Current Balance | Mean #UTXO | Current #UTXO | #Deposits | #Inputs Spent | #Withdraws | #Uneconomical outputs spent | #Change Created | #Changeless | Min Change Value | Max Change Value | Mean Change Value | Std. Dev. of Change Value | Total Fees | Mean Fees per Withdraw | Cost to Empty (10 sat/vB) | Total Cost | Min Input Size | Max Input Size | Mean Input Size | Std. Dev. of Input Size | Max Output Size | Mean Output Size | Std. Dev. of Output Size | Usage |
| bustabit-2019-2020-tiny-utxotargets | 0E-8 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | Total: **0** | 0 | 0 | 0 | 0 | 0 | 0 | 0E-66 | 0E-66 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  |
| bustabit-2019-2020-tiny-utxotargets | 14.87444277 | 120.326000000 | 201 | 1 | 499 | 499 | 0 | 499 | Total: **0** | 0.03736144 | 0.04989812 | 0.0482798410020 | 0.00239082510310 | 0.02607739 | 0.0000522592985972 | 0.00136680000 | 0.02744419000 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | knapsack: **499** |
| bustabit-2019-2020-tiny-utxotargets | 14.52920182 | 160.663000000 | 201 | 1 | 999 | 999 | 0 | 999 | Total: **0** | 0.02619939 | 0.04989812 | 0.0466210833934 | 0.00368111345199 | 0.07546747 | 0.0000755430130130 | 0.00136680000 | 0.07683427000 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | knapsack: **999** |
| bustabit-2019-2020-tiny-utxotargets | 14.22953344 | 174.108666667 | 201 | 1 | 1499 | 1499 | 0 | 1499 | Total: **0** | 0.01278259 | 0.04989812 | 0.0451010227885 | 0.00485573050974 | 0.11427179 | 0.0000762320146765 | 0.00136680000 | 0.11563859000 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | knapsack: **1499** |
| bustabit-2019-2020-tiny-utxotargets | 13.90969546 | 180.831500000 | 201 | 1 | 1999 | 1999 | 0 | 1999 | Total: **0** | 0.00129507 | 0.04989812 | 0.0435327229615 | 0.00599511738940 | 0.14399489 | 0.0000720334617309 | 0.00136680000 | 0.14536169000 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | knapsack: **1999** |
| bustabit-2019-2020-tiny-utxotargets | 13.52203217 | 184.865200000 | 201 | 1 | 2499 | 2499 | 0 | 2499 | Total: **0** | 0.00030488 | 0.04989812 | 0.0418947068467 | 0.00708853942080 | 0.19029500 | 0.0000761484593838 | 0.00136680000 | 0.19166180000 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | knapsack: **2499** |
| bustabit-2019-2020-tiny-utxotargets | 13.30931730 | 187.563333333 | 202 | 3 | 2997 | 2997 | 0 | 2996 | bnb: **1** ; Total: **1** | 0.00030488 | 0.04989812 | 0.0402569984246 | 0.00809752366423 | 0.22910391 | 0.0000764444144144 | 0.00137360000 | 0.23047751000 | 1 | 1 | 1 | 0 | 2 | 1.99966633300 | 0.0182665541450 | knapsack: **2996** ; bnb: **1** |
| bustabit-2019-2020-tiny-utxotargets | 13.01679218 | 189.769714286 | 204 | 5 | 3495 | 3495 | 0 | 3494 | bnb: **1** ; Total: **1** | 0.00030488 | 0.04989812 | 0.0385896716657 | 0.00908105981667 | 0.26298055 | 0.0000752447925608 | 0.00138720000 | 0.26436775000 | 1 | 1 | 1 | 0 | 2 | 1.99971387697 | 0.0169151716782 | knapsack: **3494** ; bnb: **1** |
| bustabit-2019-2020-tiny-utxotargets | 12.70753793 | 191.548500000 | 204 | 5 | 3995 | 3995 | 0 | 3994 | bnb: **1** ; Total: **1** | 0.00030488 | 0.04989812 | 0.0369611283876 | 0.0100056689207 | 0.30464376 | 0.0000762562603254 | 0.00138720000 | 0.30603096000 | 1 | 1 | 1 | 0 | 2 | 1.99974968711 | 0.0158212796927 | knapsack: **3994** ; bnb: **1** |
| bustabit-2019-2020-tiny-utxotargets | 12.43001292 | 193.098222222 | 206 | 7 | 4493 | 4493 | 0 | 4492 | bnb: **1** ; Total: **1** | 0.00030488 | 0.04989812 | 0.0352321786064 | 0.0110049495290 | 0.34707668 | 0.0000772483151569 | 0.00140080000 | 0.34847748000 | 1 | 1 | 1 | 0 | 2 | 1.99977743156 | 0.0149187278209 | knapsack: **4492** ; bnb: **1** |
| bustabit-2019-2020-tiny-utxotargets | 12.15845922 | 194.388400000 | 206 | 7 | 4993 | 4993 | 0 | 4992 | bnb: **1** ; Total: **1** | 0.00030488 | 0.04989812 | 0.0335284724038 | 0.0119161027268 | 0.38211588 | 0.0000765303184458 | 0.00140080000 | 0.38351668000 | 1 | 1 | 1 | 0 | 2 | 1.99979971961 | 0.0141520455253 | knapsack: **4992** ; bnb: **1** |
| bustabit-2019-2020-tiny-utxotargets | 11.76557076 | 195.421454545 | 205 | 7 | 5493 | 5493 | 0 | 5491 | bnb: **2** ; Total: **2** | 0.00030488 | 0.04989812 | 0.0318368156474 | 0.0127706825576 | 0.41890470 | 0.0000762615510650 | 0.00139400000 | 0.42029870000 | 1 | 1 | 1 | 0 | 2 | 1.99963590024 | 0.0190796610805 | knapsack: **5491** ; bnb: **2** |
| bustabit-2019-2020-tiny-utxotargets | 11.53734252 | 196.273500000 | 205 | 9 | 5991 | 5991 | 0 | 5987 | bnb: **4** ; Total: **4** | 0.00025517 | 0.04989812 | 0.0301938812811 | 0.0135681760628 | 0.46810615 | 0.0000781348940077 | 0.00139400000 | 0.46950015000 | 1 | 1 | 1 | 0 | 2 | 1.99933233183 | 0.0258328042906 | knapsack: **5987** ; bnb: **4** |
